SBD BB KHTN KHXH
BD1202934 11.6 0 12.25 
BD1202935 8.9 0 5 
BD1202936 18.9 18.5 0 
BD1202937 13.5 0 20.25 
BD1202938 18.55 21 0 
BD1202939 17.95 19.5 0 
BD1202940 9.35 10 15.75 
BD1202941 14.45 0 17.25 
BD1202942 18.45 15 17.25 
BD1202943 12.2 0 15.75 
BD1202944 20.6 0 17.25 
BD1202945 15.7 14.25 0 
BD1202946 19.2 14.25 0 
BD1202947 12.4 0 10.75 
BD1202948 13.75 0 17.5 
BD1202949 16.6 14 0 
BD1202950 14.2 11.75 15 
BD1202951 17.35 18 0 
BD1202953 18.4 0 23 
BD1202954 18.75 0 20.75 
BD1202955 18 14.5 0 
BD1202956 12.6 0 8 
BD1202957 13.95 13.75 16.5 
BD1202958 9.6 0 11.5 
BD1202959 16.9 0 19.25 
BD1202960 13.4 0 16.25 
BD1202961 10.7 0 11.75 
BD1202962 16.2 23.25 0 
BD1202963 5 0 12 
BD1202964 12.2 9.75 18.75 
BD1202965 19.35 0 19 
BD1202966 15.2 0 16.5 
BD1202967 13.2 12.25 0 
BD1202968 13.4 0 19.75 
BD1202969 8.65 0 12 
BD1202970 15.55 0 24 
BD1202971 13.95 7.75 17.5 
BD1202972 12.15 0 17.25 
BD1202973 24.9 21.75 0 
BD1202974 16.45 0 12.75 
BD1202975 18.55 21.5 0 
BD1202976 19.45 18.25 0 
BD1202977 18.9 0 18.25 
BD1202978 18.25 19.75 0 
BD1202979 19.1 0 21.25 
BD1202980 12.95 13 0 
BD1202981 14.9 0 16 
BD1202982 16.45 17.25 0 
BD1202983 19.25 14 0 
BD1202984 15.1 0 19 
BD1202985 12.7 0 15.25 
BD1202986 15.05 0 18.5 
BD1202987 19.65 19 0 
BD1202988 19.8 0 23.25 
BD1202989 14.7 14.75 0 
BD1202990 14.7 0 19.75 
BD1202991 15.25 0 19 
BD1202992 11.4 0 14.25 
BD1202993 13.4 0 21.75 
BD1202994 11.4 7 18.5 
BD1202995 3.9 0 4.75 
BD1202996 9.2 9.5 16.5 
BD1202997 15.4 0 18.5 
BD1202998 15.65 11.5 0 
BD1202999 12.1 11.5 15.75 
BD1203000 19.1 18 0 
BD1203001 13.65 0 15.75 
BD1203002 20.9 0 22 
BD1203003 16.1 0 24.5 
BD1203004 10.75 9 20 
BD1203005 17.7 0 0 
BD1203006 14.95 11.75 0 
BD1203007 11 0 21 
BD1203008 13.9 0 13.5 
BD1203009 8.65 0 14 
BD1203010 7.5 0 10 
BD1203011 10.25 8 12.25 
BD1203012 23.8 19.5 0 
BD1203013 12.1 0 16.75 
BD1203014 15.95 15.5 0 
BD1203015 17.2 14.25 0 
BD1203016 12.2 0 12 
BD1203017 16.5 16.75 0 
BD1203018 15 10.25 0 
BD1203019 11.35 7.75 14.5 
BD1203020 17.7 0 23 
BD1203021 15.8 12 0 
BD1203022 16.55 0 18.75 
BD1203023 16.4 18 0 
BD1203024 11.25 9.75 14.25 
BD1203025 14.8 11 16.75 
BD1203026 14.55 0 21.25 
BD1203027 15.8 0 14.5 
BD1203028 18.95 17 0 
BD1203029 12.4 0 22 
BD1203030 23.45 19.75 0 
BD1203031 11.5 0 15.5 
BD1203032 16.3 11.75 0 
BD1203033 17.55 17.75 0 
BD1203034 11.9 10.25 14 
BD1203035 19.5 0 18.5 
BD1203036 19.6 16.5 0 
BD1203037 16.9 13 0 
BD1203038 15.95 13 0 
BD1203039 11.75 16.5 0 
BD1203040 17.85 0 21 
BD1203041 6.7 0 15.5 
BD1203042 16.25 8.25 19.75 
BD1203043 13.6 0 16.5 
BD1203044 8.25 7.5 15.25 
BD1203045 11.35 0 14.75 
BD1203046 21.15 18.25 0 
BD1203047 16.8 0 19 
BD1203048 10.05 9 15.5 
BD1203049 17.1 21 0 
BD1203050 16.3 0 24.75 
BD1203051 10.9 0 15.25 
BD1203052 16.8 0 23.25 
BD1203053 14.2 0 17.5 
BD1203054 9.8 0 16.5 
BD1203055 15.4 13.75 15 
BD1203056 15.8 0 22 
BD1203057 18.1 15.75 0 
BD1203058 9.2 0 12 
BD1203059 21.75 21.5 0 
BD1203060 10.9 10.5 14.5 
BD1203061 15.4 0 17.75 
BD1203062 15 0 20.75 
BD1203063 11.35 0 16.75 
BD1203064 18.7 0 25.75 
BD1203065 17.15 19.5 17.75 
BD1203066 14.25 18.75 0 
BD1203067 18.7 17.25 0 
BD1203068 21.45 0 17.25 
BD1203070 17.6 0 17.25 
BD1203071 14.2 0 13.25 
BD1203072 19.05 15.75 0 
BD1203073 15.4 0 17.75 
BD1203074 12.15 0 16 
BD1203075 11.6 0 14.25 
BD1203076 15.8 0 19.75 
BD1203077 9.4 0 13.25 
BD1203078 7.55 0 9.75 
BD1203079 9.1 0 14.5 
BD1203080 12.8 0 21.25 
BD1203082 12.4 0 16.5 
BD1203083 13.75 13.75 0 
BD1203084 11.4 0 17.25 
BD1203085 14.6 0 17.25 
BD1203086 12.85 11.75 0 
BD1203087 16.15 0 18.75 
BD1203088 9.55 9 14.25 
BD1203089 16.7 11.5 15.5 
BD1203090 19.2 0 19.75 
BD1203091 14.4 0 17 
BD1203092 14 0 22 
BD1203093 14.3 17.25 0 
BD1203094 13.4 0 13.25 
BD1203095 16.5 14.25 0 
BD1203096 16.7 0 18.75 
BD1203097 6.95 0 16 
BD1203098 18.9 0 20 
BD1203099 15.65 0 22.25 
BD1203100 10.8 0 16 
BD1203101 12.7 0 16.75 
BD1203102 10 6.25 12 
BD1203103 13.8 0 18.75 
BD1203104 14.05 10 0 
BD1203105 21.1 22.75 0 
BD1203107 11.9 0 13.5 
BD1203108 16.8 17 0 
BD1203109 19.2 0 20.25 
BD1203110 18.6 16 0 
BD1203111 15.6 16.5 0 
BD1203112 10.2 0 16.5 
BD1203113 16.2 0 19.25 
BD1203114 19.55 21 0 
BD1203115 7.4 8 7 
BD1203116 16.8 15.5 0 
BD1203117 15.5 10 0 
BD1203118 5.5 5.5 3.75 
BD1203119 17.75 20.25 0 
BD1203120 15.95 0 18.75 
BD1203121 10.65 6.5 10.75 
BD1203122 12.65 0 15 
BD1203123 11.35 0 14.25 
BD1203124 20.35 0 17.5 
BD1203126 18.1 12.5 0 
BD1203127 18.2 0 21.75 
BD1203128 9.5 0 19.25 
BD1203129 16.45 14.75 0 
BD1203130 18.7 0 26.75 
BD1203131 14.35 0 20.25 
BD1203132 17.1 13 0 
BD1203133 21.3 18.75 0 
BD1203134 9.7 0 14.5 
BD1203135 12.1 7.5 15.5 
BD1203136 11 7.5 19.25 
BD1203137 18.45 0 18.25 
BD1203138 19.7 20 0 
BD1203139 12.5 12.75 0 
BD1203140 17.3 0 21 
BD1203141 12 0 16.75 
BD1203142 7.1 0 9 
BD1203143 20.2 15.75 0 
BD1203144 18.85 19.25 0 
BD1203145 11.7 8 16 
BD1203146 11.3 0 15 
BD1203147 11.1 9.25 9 
BD1203148 15.7 0 21.5 
BD1203149 17.55 0 20.75 
BD1203150 18.9 18 0 
BD1203151 14.7 9.5 15.25 
BD1203152 25.4 17.75 0 
BD1203153 11.3 9.5 20.25 
BD1203154 17.1 0 18.75 
BD1203155 10.75 7.25 19 
BD1203156 13.05 0 20 
BD1203157 10.95 0 14.75 
BD1203158 13.1 0 19.75 
BD1203159 14.2 0 16 
BD1203160 9.6 8.5 15.5 
BD1203161 9.8 0 16.75 
BD1203162 21.8 0 20 
BD1203163 14.25 13.25 0 
BD1203164 15.4 0 21.75 
BD1203165 18.8 15.75 0 
BD1203166 13 10.25 16 
BD1203167 11.1 0 16.75 
BD1203168 13.7 0 16 
BD1203169 21.6 0 21 
BD1203170 18 18.5 0 
BD1203172 11 8.5 18.75 
BD1203173 19.05 11.75 0 
BD1203174 18.1 18.75 0 
BD1203175 16.1 10.75 0 
BD1203176 11.75 7.25 17.75 
BD1203178 9.35 0 15.5 
BD1203179 15.35 0 18.5 
BD1203180 14.6 15.75 0 
BD1203181 18.8 14.25 0 
BD1203182 14.15 14.75 0 
BD1203183 17.95 18.5 0 
BD1203184 18.6 20.5 0 
BD1203185 16.35 0 17.75 
BD1203186 13.75 10 0 
BD1203187 14.9 16.75 0 
BD1203188 16.8 0 15.25 
BD1203189 19.15 16 0 
BD1203190 11.25 0 16.25 
BD1203191 15.45 12 16.25 
BD1203192 21.1 21.75 0 
BD1203193 18.05 18.75 0 
BD1203194 12.9 0 19 
BD1203195 11.95 6.25 15.75 
BD1203196 8.5 0 11 
BD1203197 14.6 12 0 
BD1203198 16.5 17.25 0 
BD1203199 11.9 0 16.25 
BD1203200 12.65 0 18.5 
BD1203201 13.5 12.25 0 
BD1203202 9.35 0 5.75 
BD1203203 17.45 21 0 
BD1203204 17.95 19.75 0 
BD1203205 17.4 0 17.5 
BD1203206 12.65 0 17.25 
BD1203207 17.15 0 18 
BD1203208 12.3 7.5 18.25 
BD1203209 17.5 0 17.5 
BD1203210 16.6 0 20.25 
BD1203211 19.2 14.25 0 
BD1203212 18.7 19.25 0 
BD1203213 18.95 19 0 
BD1203214 13.8 12.5 0 
BD1203215 18.25 17.75 0 
BD1203216 10.2 8.75 11.75 
BD1203217 16.1 0 18.75 
BD1203218 10.25 0 14 
BD1203219 11.35 0 14 
BD1203220 15.7 12.75 0 
BD1203221 24.05 22.5 0 
BD1203222 17.25 18.25 0 
BD1203223 18.3 16.75 0 
BD1203224 19.2 15.75 0 
BD1203225 24.55 21.25 0 
BD1203226 14.7 10.75 13 
BD1203227 15.2 0 21 
BD1203228 15.5 0 15.25 
BD1203229 16.95 0 19 
BD1203230 17.7 0 21 
BD1203231 12.85 0 14 
BD1203232 12 0 14.25 
BD1203233 16.75 0 18.25 
BD1203234 19.15 0 20.75 
BD1203235 19.05 16 0 
BD1203236 14.5 0 18 
BD1203237 17.65 0 18.5 
BD1203238 23.2 15 0 
BD1203239 24.7 0 22 
BD1203240 15.4 0 16.75 
BD1203241 14.2 0 19.25 
BD1203242 15.8 20.25 21.5 
BD1203243 16.3 14.5 0 
BD1203244 14.85 13 11.5 
BD1203245 17.55 14.75 0 
BD1203246 9.75 10.25 14.5 
BD1203247 17.15 15.75 0 
BD1203248 14.5 12 0 
BD1203249 14.3 0 21 
BD1203250 19.85 18.5 0 
BD1203251 10.4 0 13.75 
BD1203252 13.9 0 16 
BD1203253 19.4 0 19.75 
BD1203254 15.05 0 24.5 
BD1203255 19.65 0 18.5 
BD1203256 13.75 0 18.25 
BD1203257 12.4 0 17 
BD1203258 18.6 0 23 
BD1203259 20 14.75 0 
BD1203260 16.3 16 0 
BD1203261 14.9 17.25 0 
BD1203262 15.25 9.25 17.5 
BD1203263 12.75 0 19 
BD1203264 13.4 10.5 19.25 
BD1203265 16.55 15.75 0 
BD1203266 24.1 18.5 0 
BD1203267 9.1 8.75 9.5 
BD1203268 13.65 0 21.5 
BD1203269 15 0 22.25 
BD1203270 12.65 0 12.5 
BD1203271 16.45 0 20 
BD1203272 15.6 0 20 
BD1203273 16.85 0 20.25 
BD1203274 6.9 0 12.25 
BD1203275 19.3 12.75 17.75 
BD1203276 8.95 0 15 
BD1203277 14.1 0 19 
BD1203278 14.85 12.25 19.5 
BD1203279 12.15 0 15 
BD1203280 13.15 0 17.75 
BD1203281 14.4 0 16 
BD1203282 16.6 0 21.25 
BD1203283 10.6 6.5 3.25 
BD1203284 15.45 0 18.5 
BD1203285 9.8 7.25 21.75 
BD1203286 20.1 13 0 
BD1203287 12.7 11.5 0 
BD1203288 8.8 0 15.5 
BD1203289 14.2 11.75 14.75 
BD1203290 18.1 17.75 0 
BD1203291 21.4 22.25 0 
BD1203292 14.75 0 16 
BD1203293 9.55 0 7.25 
BD1203294 14.35 14.25 0 
BD1203295 17.75 19 0 
BD1203296 9.75 0 16.5 
BD1203297 22 16.25 0 
BD1203298 12.05 0 15 
BD1203299 11.3 0 15.25 
BD1203300 9.5 0 14.5 
BD1203301 16.85 0 23.75 
BD1203302 12.7 11 16.75 
BD1203303 13.45 0 19.75 
BD1203304 21.6 0 18 
BD1203305 16.7 17.25 0 
BD1203306 14.85 0 16.25 
BD1203307 12.1 0 13.5 
BD1203308 16 14.5 0 
BD1203309 10.75 8.5 14 
BD1203310 19.3 0 22.75 
BD1203311 17.4 0 22.75 
BD1203312 16.9 0 14.75 
BD1203313 16.35 18.25 0 
BD1203314 15.5 0 21.75 
BD1203315 20.4 18.75 0 
BD1203316 11.75 10 17.5 
BD1203317 15.9 15 0 
BD1203318 15.2 0 15.75 
BD1203319 18.6 12.5 0 
BD1203320 18.45 0 18.75 
BD1203321 17.8 0 16 
BD1203322 10.45 0 16 
BD1203323 23.3 0 19 
BD1203324 9.6 0 10 
BD1203325 15.05 0 19 
BD1203326 15.05 0 17.25 
BD1203327 12.55 0 15.5 
BD1203328 18.5 0 19.75 
BD1203329 17.4 14 0 
BD1203330 18.8 0 19 
BD1203331 17.55 0 15.75 
BD1203332 16.5 0 22.25 
BD1203333 10.2 0 13 
BD1203334 12.2 0 15 
BD1203335 12.35 0 19.75 
BD1203336 18.05 15.5 0 
BD1203337 14.25 7.25 24.75 
BD1203338 15.45 0 20 
BD1203339 17.15 13.5 13.25 
BD1203340 20.5 0 20.5 
BD1203341 22.65 0 0 
BD1203342 12.4 0 18.5 
BD1203343 13.15 0 16 
BD1203344 15.4 17.5 14.75 
BD1203345 16.85 15.5 0 
BD1203346 12.25 0 18.25 
BD1203347 18.8 15.5 0 
BD1203348 16.45 18.75 0 
BD1203349 16.6 16 22.75 
BD1203350 15.65 13.75 15.5 
BD1203351 14.2 7.75 19.25 
BD1203352 11.8 9.5 15.25 
BD1203353 15.95 0 21.5 
BD1203355 14.9 0 19.25 
BD1203356 16.15 0 22.5 
BD1203357 14.35 0 19.5 
BD1203358 13.15 0 15.25 
BD1203359 18.9 16 0 
BD1203360 12.8 0 16.25 
BD1203361 17.05 18.5 0 
BD1203362 24 0 19 
BD1203363 16.9 0 17.75 
BD1203364 17.4 20 0 
BD1203365 16.55 0 17.25 
BD1203366 14.8 13.5 20.25 
BD1203367 16.05 16.75 0 
BD1203368 16.6 13.75 0 
BD1203369 18.2 0 19.75 
BD1203370 15.1 0 17 
BD1203371 14.5 7 13.5 
BD1203372 22.25 18 0 
BD1203373 16.35 11.75 19.5 
BD1203374 14.5 0 15.5 
BD1203375 19.65 15.5 0 
BD1203376 6.85 0 15.75 
BD1203377 15.7 13 18.25 
BD1203378 9.45 9.25 12.25 
BD1203379 14.9 0 18.75 
BD1203380 11.5 0 13 
BD1203381 12.65 0 15.5 
BD1203383 18.35 0 21 
BD1203384 8.95 0 12.25 
BD1203385 13.3 12.25 0 
BD1203386 16.45 0 15 
BD1203387 17 0 21.5 
BD1203388 16.4 0 15.25 
BD1203389 17.6 0 15.75 
BD1203390 21.65 0 21 
BD1203391 16.9 17.5 15.5 
BD1203392 21.9 22.25 0 
BD1203393 21.25 19 0 
BD1203394 19 0 20 
BD1203395 15.95 9 16.25 
BD1203396 17.75 14.25 0 
BD1203397 16.7 15 0 
BD1203398 15.75 0 21.5 
BD1203399 17.6 14.25 0 
BD1203400 17.6 11 0 
BD1203401 23.8 19 0 
BD1203402 13.15 11.5 16.25 
BD1203403 16 0 20.25 
BD1203404 10.1 0 12.25 
BD1203405 21.3 0 19 
BD1203406 14.55 0 12.75 
BD1203407 11.15 0 15.5 
BD1203408 18.05 17 0 
BD1203409 16.1 0 19 
BD1203410 14.25 0 16.5 
BD1203411 14.75 0 16 
BD1203412 16.95 16 0 
BD1203413 17.35 0 26 
BD1203414 8.55 7.75 16.25 
BD1203415 20.35 19.5 0 
BD1203416 15.8 0 17.25 
BD1203417 10 10 16 
BD1203418 12.45 12 0 
BD1203419 16.25 15.5 0 
BD1203420 7.7 6.5 12.5 
BD1203421 15.4 0 18.5 
BD1203422 13.4 0 15 
BD1203423 11.1 0 5.75 
BD1203424 14.7 0 15.25 
BD1203425 13.4 0 20.75 
BD1203426 11.4 0 16.75 
BD1203427 14.8 0 20.25 
BD1203428 10 0 15 
BD1203429 15.2 0 17.5 
BD1203430 17.3 16.75 0 
BD1203431 11.75 0 17.5 
BD1203432 14.3 10 18.75 
BD1203433 6.7 0 9.25 
BD1203434 20.05 19 0 
BD1203435 11.1 0 16 
BD1203436 12.2 14.25 0 
BD1203437 22.5 20.25 0 
BD1203438 16.5 0 21.75 
BD1203439 15.85 0 20 
BD1203440 16.35 17.5 0 
BD1203441 13.4 0 21.5 
BD1203442 17.4 19 0 
BD1203443 15.8 0 17.5 
BD1203444 13.1 0 18.25 
BD1203445 10.5 0 14.5 
BD1203446 20.3 17.5 0 
BD1203447 14.75 0 19 
BD1203448 11.4 0 4.75 
BD1203449 9.95 0 15.25 
BD1203450 19.1 0 17.25 
BD1203451 20.3 15.5 18.25 
BD1203452 14.9 15.25 0 
BD1203453 21.3 20.25 0 
BD1203454 12.9 0 15.5 
BD1203455 14.7 14.5 0 
BD1203456 11.75 0 20.5 
BD1203457 20.25 0 21 
BD1203458 9.15 0 16.25 
BD1203459 19.5 0 21.75 
BD1203460 17.65 22.25 0 
BD1203461 19.35 20 0 
BD1203462 22.3 0 24.75 
BD1203463 21.75 19.75 0 
BD1203464 14.2 0 16 
BD1203465 17.75 18.5 0 
BD1203466 15.3 0 16.5 
BD1203467 14.15 9.75 17.25 
BD1203468 19.5 15.5 22 
BD1203469 15 14.25 0 
BD1203470 18.85 18.75 0 
BD1203471 10.2 0 15.25 
BD1203472 18.1 18.75 0 
BD1203473 14.35 0 18.25 
BD1203474 17.55 0 22 
BD1203475 18 19 0 
BD1203476 19.15 16.25 0 
BD1203477 12.25 0 19.25 
BD1203478 15.3 0 17 
BD1203479 11.15 0 11.5 
BD1203480 12.95 0 19.5 
BD1203481 19.55 0 20.75 
BD1203482 16.3 15 0 
BD1203483 13.4 0 17.75 
BD1203484 13.05 7 15.25 
BD1203485 16 0 14.75 
BD1203486 17.8 0 14 
BD1203487 15 0 18.25 
BD1203488 17.35 0 20.25 
BD1203489 15.8 16 18.25 
BD1203490 13.05 12.25 0 
BD1203491 19.6 21.25 0 
BD1203492 18.95 17.25 0 
BD1203493 18.35 19 0 
BD1203494 20.1 17.25 0 
BD1203495 6.65 7.5 13 
BD1203496 15.5 0 17 
BD1203497 16.8 16.75 0 
BD1203498 18.55 6.75 19.75 
BD1203499 21.6 19.25 18.25 
BD1203500 13.5 16 0 
BD1203501 11.6 0 13.5 
BD1203502 14.6 10.25 0 
BD1203503 12.5 0 14.75 
BD1203504 14 9.75 16 
BD1203505 12.9 0 18.5 
BD1203506 18 0 22.25 
BD1203507 13.1 11.5 0 
BD1203508 13.5 10.5 0 
BD1203511 21.85 17.75 0 
BD1203512 17.35 0 21.5 
BD1203514 21.2 17.75 0 
BD1203515 13.3 0 9.5 
BD1203516 19.55 17.5 0 
BD1203517 5.6 0 10.25 
BD1203518 15.7 0 17 
BD1203519 12.1 0 16.5 
BD1203520 19.8 0 22 
BD1203521 14.55 13 0 
BD1203522 13.1 0 16.5 
BD1203523 22.3 0 17.75 
BD1203524 8.9 0 17 
BD1203525 17.65 14.75 0 
BD1203526 11.3 7.5 15.75 
BD1203527 16.35 0 18.75 
BD1203528 13.45 0 23 
BD1203529 14.2 12 0 
BD1203530 11.9 0 14 
BD1203531 15.6 0 18.75 
BD1203532 10.1 9.5 13.75 
BD1203533 14.2 0 21.75 
BD1203534 17.35 0 22.75 
BD1203535 17.8 19.25 0 
BD1203536 13.9 0 18 
BD1203537 18.05 13.75 0 
BD1203538 19.45 20 0 
BD1203539 14.25 7.75 20.25 
BD1203540 6 0 3.5 
BD1203541 21.15 0 25.5 
BD1203542 18.05 17.25 0 
BD1203543 16.5 12 15.25 
BD1203544 19.2 18 0 
BD1203545 14.9 0 15.75 
BD1203546 6.95 0 11.25 
BD1203547 8 0 11.25 
BD1203548 12.7 7.25 13.25 
BD1203549 12.95 0 19.25 
BD1203550 16.15 14.25 0 
BD1203551 13.3 9 19.5 
BD1203552 20.95 20 0 
BD1203553 19.15 0 20.5 
BD1203554 17.45 0 25.25 
BD1203555 10.4 0 20.25 
BD1203556 12.9 0 17.75 
BD1203557 12.35 0 18.5 
BD1203558 15.95 0 19.75 
BD1203559 15.45 0 17.25 
BD1203560 12.4 0 18.25 
BD1203561 20.7 15.5 0 
BD1203562 17.7 17 0 
BD1203563 12.65 0 19 
BD1203564 11.5 0 16.25 
BD1203565 16.9 17.75 0 
BD1203566 12.05 0 16.75 
BD1203567 14.8 8.5 14.75 
BD1203568 19.95 0 15.75 
BD1203569 15.2 16.75 0 
BD1203570 23.8 20.25 0 
BD1203571 12.65 11.25 0 
BD1203572 19.05 0 20 
BD1203573 16.8 14 17 
BD1203574 9.75 9.5 16.25 
BD1203575 15.25 16.75 0 
BD1203576 22.9 20 0 
BD1203577 17.95 0 20.75 
BD1203578 13.25 12 0 
BD1203579 13.4 0 17.5 
BD1203580 17.6 0 24.5 
BD1203581 24.2 18.75 0 
BD1203582 12 0 13.25 
BD1203583 6.15 0 0 
BD1203584 16.7 0 16.75 
BD1203585 10.85 0 22.25 
BD1203586 13.4 0 13.5 
BD1203587 16.6 16.75 0 
BD1203588 14 9.75 0 
BD1203589 15.2 11.25 0 
BD1203590 12 0 16.25 
BD1203591 7.75 0 11 
BD1203592 13 0 14.25 
BD1203593 23.4 0 17.5 
BD1203594 6.45 0 4.5 
BD1203595 20.15 18.5 0 
BD1203596 12.6 0 17 
BD1203597 14.95 0 15.75 
BD1203598 15.7 15.25 0 
BD1203599 11 0 12 
BD1203600 18.1 0 17.5 
BD1203601 14.15 9 16.75 
BD1203602 18 11.5 0 
BD1203603 12.6 0 19.5 
BD1203604 13.6 0 15.5 
BD1203605 19.05 18.75 0 
BD1203606 16.35 15 0 
BD1203607 14.35 10 19 
BD1203608 17.8 0 18 
BD1203609 16.7 0 22 
BD1203610 11.25 0 15.75 
BD1203611 18.8 18.75 0 
BD1203612 11.9 0 16.5 
BD1203613 16.3 0 18 
BD1203614 17.6 0 20.25 
BD1203615 13.2 0 17 
BD1203616 10.45 0 15.5 
BD1203617 16.5 0 19.5 
BD1203618 14.8 0 19.25 
BD1203619 13.9 0 13.25 
BD1203620 15.7 17.5 0 
BD1203621 19.9 14.75 0 
BD1203622 16 11.75 20.5 
BD1203623 18.6 0 17.25 
BD1203624 14.4 0 15.5 
BD1203625 14.15 0 18.5 
BD1203626 13.85 10.5 14.5 
BD1203627 13.9 0 14.75 
BD1203628 14.45 18.75 0 
BD1203629 18.9 15.75 0 
BD1203630 11 0 21.25 
BD1203631 20.2 0 18.25 
BD1203632 13.2 12.75 16.25 
BD1203633 13.2 0 18.5 
BD1203634 12 0 13.75 
BD1203635 13.3 0 19.5 
BD1203636 14.65 0 19.25 
BD1203637 15.15 0 16.25 
BD1203638 21.85 15.75 0 
BD1203639 13.2 0 17 
BD1203640 23.65 22 0 
BD1203641 17.4 0 23.75 
BD1203642 15.55 0 17 
BD1203643 18.7 17.25 0 
BD1203644 9 0 10.75 
BD1203645 9.7 0 16.5 
BD1203646 22.7 23.75 0 
BD1203647 17.8 16 0 
BD1203648 9.3 0 16.25 
BD1203649 11.65 9.5 13.75 
BD1203650 12.75 0 16 
BD1203651 17.35 0 22 
BD1203652 16.4 0 21 
BD1203653 17.65 13 20.25 
BD1203654 14.15 10 16.75 
BD1203655 20.45 18.75 0 
BD1203656 19.45 0 16.75 
BD1203657 14 0 21 
BD1203658 8.95 0 13 
BD1203659 14.55 0 18.5 
BD1203660 16.8 7.75 19 
BD1203661 17.35 15.75 0 
BD1203662 14 0 15.25 
BD1203663 4.9 0 6.75 
BD1203664 15 0 14.5 
BD1203665 18.45 18 0 
BD1203666 13.6 9.75 16 
BD1203667 11.05 0 18.75 
BD1203668 16.75 0 20 
BD1203669 6.2 12.25 0 
BD1203670 16.55 16.5 0 
BD1203671 9.9 0 16.75 
BD1203672 11.85 0 15.25 
BD1203673 13.25 13 0 
BD1203674 19.05 22.75 0 
BD1203675 10.1 0 15.5 
BD1203676 11.5 8.75 18.25 
BD1203677 10.45 3.5 0 
BD1203678 4.6 0 6.5 
BD1203679 11.55 0 17.5 
BD1203680 6.4 0 10 
BD1203681 11.4 0 21.75 
BD1203682 10.45 0 13 
BD1203683 6.3 0 6.5 
BD1203684 22.75 17.5 0 
BD1203685 17.25 7.5 20.25 
BD1203686 20.8 15.75 0 
BD1203687 23.4 19.5 13.5 
BD1203688 16.3 0 20 
BD1203689 15.1 17.5 0 
BD1203690 15.65 0 17.5 
BD1203691 12.65 0 14 
BD1203692 14.4 0 21.75 
BD1203693 17.7 17.75 0 
BD1203694 12.45 10.25 17.75 
BD1203695 13.85 0 12.75 
BD1203696 15.1 10 0 
BD1203697 16.15 14.75 0 
BD1203698 16.45 0 16.5 
BD1203699 9.6 0 20.75 
BD1203700 23.2 17.25 0 
BD1203701 11.25 0 17 
BD1203702 13.1 11.5 0 
BD1203703 16.8 15.75 0 
BD1203704 18.25 17.75 0 
BD1203705 18.65 0 22.5 
BD1203706 18.25 0 19.25 
BD1203707 21 21 0 
BD1203708 16.7 13.75 0 
BD1203709 16.35 18.25 0 
BD1203710 16.1 16.5 0 
BD1203711 15.35 0 18.25 
BD1203712 8.95 0 10.5 
BD1203713 22.2 16.5 0 
BD1203714 18 21.25 0 
BD1203715 12.4 0 18.75 
BD1203716 12.35 0 16.75 
BD1203717 11.05 0 13.5 
BD1203718 12.1 0 19.5 
BD1203719 7.8 0 9 
BD1203720 19.2 0 22.25 
BD1203721 16.3 0 20 
BD1203722 19.9 0 22.25 
BD1203723 14.4 14.75 0 
BD1203724 21.95 17.25 0 
BD1203725 21.2 0 23.75 
BD1203726 15.6 12 0 
BD1203727 16.3 14.25 0 
BD1203728 15.3 14 12.5 
BD1203729 11.55 0 17 
BD1203730 15.35 10 0 
BD1203731 12.8 0 17 
BD1203732 12.75 9.25 14.75 
BD1203733 11.55 0 20 
BD1203734 16.8 11.5 15 
BD1203735 11.85 0 17.25 
BD1203736 11.9 15 0 
BD1203737 19 0 19.25 
BD1203738 16.2 0 19 
BD1203739 20.75 20.25 0 
BD1203740 18.25 0 19.25 
BD1203741 19.6 0 22.5 
BD1203742 13.4 0 15.5 
BD1203743 12.2 0 18.75 
BD1203744 13.35 0 16.5 
BD1203745 23.05 16 0 
BD1203746 12.8 0 14.75 
BD1203747 12.55 0 15.25 
BD1203748 19 11 0 
BD1203749 19.8 18.25 0 
BD1203750 15.8 0 17.5 
BD1203751 10.35 0 16.5 
BD1203752 19.1 18.75 0 
BD1203753 13.9 13.75 0 
BD1203754 14.9 0 18 
BD1203755 18.4 17.75 0 
BD1203756 10.5 7.5 15.5 
BD1203757 13.75 0 24.25 
BD1203758 14.8 12 20.75 
BD1203759 14.85 11.25 18 
BD1203760 19.2 14.25 0 
BD1203761 11.8 9.25 21.5 
BD1203762 11.1 0 16.25 
BD1203763 11.95 0 20.25 
BD1203764 6.2 9 0 
BD1203765 20.8 15.25 19.5 
BD1203766 14.9 9.75 21.5 
BD1203767 17.75 0 20.5 
BD1203768 15.85 0 20.25 
BD1203769 14.8 17.5 0 
BD1203770 21 16.25 0 
BD1203771 9.45 0 16 
BD1203772 18.95 17 0 
BD1203773 14.85 0 19.25 
BD1203774 13.55 16.5 0 
BD1203775 8.7 0 16.25 
BD1203776 16.65 0 18.25 
BD1203777 18.9 22.5 0 
BD1203778 19.15 16.25 0 
BD1203779 21.15 19.5 0 
BD1203780 9.35 9.75 15 
BD1203781 16.65 0 23.5 
BD1203782 20.45 19 0 
BD1203783 15.6 0 20 
BD1203784 16.7 0 19.25 
BD1203785 17 16.5 16.75 
BD1203786 14.8 17.5 11.75 
BD1203787 19.8 16.75 0 
BD1203788 23.8 0 22.25 
BD1203789 20.95 16.25 0 
BD1203790 11.2 9.5 0 
